32.000000,67.000000,0.982500
43.100000,48.000000,0.992500
21.600000,115.000000,1.397500
18.200000,135.000000,1.915000
14.000000,153.000000,2.064500
24.000000,81.000000,1.506000
19.000000,88.000000,1.635000
23.700000,100.000000,1.210000
23.000000,83.000000,1.319500
28.400000,90.000000,1.335000
18.000000,97.000000,1.492000
30.000000,67.000000,1.625000
14.500000,152.000000,2.107500
17.000000,125.000000,1.570000
22.000000,105.000000,1.676500
46.600000,65.000000,1.055000
30.000000,68.000000,1.077500
18.000000,100.000000,1.394500
13.000000,130.000000,2.049000
11.000000,180.000000,1.832000
18.000000,105.000000,1.560500
15.000000,110.000000,1.865000
33.000000,53.000000,0.897500
22.000000,97.000000,1.407500
18.500000,150.000000,1.970000
24.000000,110.000000,1.330000
13.000000,150.000000,2.349500
18.000000,100.000000,1.472500
31.900000,71.000000,0.962500
19.000000,88.000000,1.651000
34.400000,65.000000,1.022500
27.900000,105.000000,1.400000
36.000000,70.000000,1.062500
19.800000,85.000000,1.495000
18.000000,100.000000,1.644000
38.100000,60.000000,0.984000
11.000000,208.000000,2.316500
29.800000,90.000000,1.355500
19.400000,90.000000,1.605000
15.000000,130.000000,2.147500
13.000000,150.000000,1.970000
34.000000,70.000000,1.122500
19.400000,140.000000,1.867500
14.000000,137.000000,2.021000
19.000000,100.000000,1.815000
24.500000,60.000000,1.082000
27.000000,88.000000,1.050000
27.200000,71.000000,1.595000
16.000000,149.000000,2.167500
32.100000,70.000000,1.060000
38.000000,67.000000,0.982500
18.100000,139.000000,1.602500
26.600000,105.000000,1.862500
14.000000,150.000000,2.118500
33.800000,67.000000,1.072500
27.000000,90.000000,1.367500
25.000000,75.000000,1.271000
31.500000,68.000000,1.022500
31.800000,65.000000,1.010000
34.200000,70.000000,1.100000
31.000000,82.000000,1.360000
19.000000,95.000000,1.632000
39.400000,70.000000,1.035000
38.000000,67.000000,0.997500
23.900000,97.000000,1.202500
16.000000,150.000000,2.095000
31.000000,67.000000,0.975000
29.800000,62.000000,0.922500
25.500000,89.000000,1.377500
20.000000,91.000000,1.291000
16.000000,100.000000,1.890500
14.000000,165.000000,2.104500
23.500000,110.000000,1.362500
35.700000,80.000000,0.957500
18.000000,105.000000,1.806500
28.000000,75.000000,1.077500
23.800000,85.000000,1.427500
17.000000,140.000000,1.724500
24.500000,88.000000,1.370000
14.000000,225.000000,1.543000
26.000000,80.000000,1.225500
30.900000,75.000000,1.115000
23.000000,125.000000,1.950000
20.200000,139.000000,1.785000
26.800000,115.000000,1.350000
14.000000,150.000000,2.038500
28.100000,80.000000,1.615000
15.000000,100.000000,1.668000
24.000000,75.000000,1.054000
18.000000,110.000000,1.481000
32.400000,72.000000,1.145000
15.000000,150.000000,1.946000
18.500000,110.000000,1.822500
26.000000,75.000000,1.123000
27.000000,88.000000,1.065000
19.000000,90.000000,1.605500
29.000000,84.000000,1.262500
23.000000,86.000000,1.110000
30.500000,63.000000,1.025500
25.000000,81.000000,1.110000
36.100000,60.000000,0.900000
27.000000,88.000000,1.320000
19.000000,100.000000,1.641000
19.000000,100.000000,1.317000
13.000000,175.000000,2.570000
22.000000,94.000000,1.189500
28.000000,90.000000,1.132000
15.000000,150.000000,1.880500
17.000000,150.000000,1.836000
41.500000,76.000000,1.072000
27.000000,83.000000,1.101000
32.000000,61.000000,1.001500
23.200000,105.000000,1.372500
21.000000,107.000000,1.236000
15.500000,170.000000,2.082500
18.100000,120.000000,1.705000
16.000000,180.000000,2.110000
31.300000,75.000000,1.271000
25.000000,95.000000,1.114000
30.500000,78.000000,1.095000
39.000000,64.000000,0.937500
16.000000,170.000000,2.334000
31.000000,67.000000,1.000000
13.000000,165.000000,2.137000
31.000000,65.000000,0.886500
26.000000,70.000000,0.977500
17.500000,145.000000,1.940000
13.000000,190.000000,2.211000
29.000000,70.000000,0.968500
24.000000,92.000000,1.432500
27.200000,84.000000,1.245000
